Mission_ID,Mission_Date,Mission_Type,Drone_Model,Base_Location,Operator_ID,Flight_Duration_Min,Distance_Km,Altitude_m,Battery_Start,Battery_End,Battery_Consumed,Payload_Type,Payload_Weight_kg,Weather,Temperature_C,Wind_Speed_kmph,Threat_Level,Mission_Status,Failure_Reason,Mission_Score
ASD-04269,2025-01-07,Medical Delivery,Autel EVO Max 4T,Lucknow,OP-010,32,41.12,111,100,26,74,Medical Kit,4.56,Rainy,34,28,Critical,Success,NA,68
ASD-04270,2025-07-19,Reconnaissance,Autel EVO Max 4T,Dehradun,OP-019,85,26.56,194,100,66,34,LiDAR,4.21,Clear,11,30,Critical,Success,NA,89
ASD-04271,2025-06-26,Reconnaissance,Parrot Anafi AI,Dehradun,OP-003,72,56.11,138,100,41,59,LiDAR,4.63,Rainy,20,30,High,Success,NA,83
ASD-04272,2025-01-29,Infrastructure Inspection,Parrot Anafi AI,Chandigarh,OP-024,56,29.42,241,100,43,57,Thermal Camera,3.65,Clear,39,16,Critical,Success,NA,87
ASD-04273,2025-12-11,Border Patrol,Autel EVO Max 4T,Lucknow,OP-014,69,47.49,91,100,33,67,HD Camera,1.42,Cloudy,26,24,Low,Success,NA,100
ASD-04274,2025-01-04,Medical Delivery,Autel EVO Max 4T,Chandigarh,OP-013,89,39.52,243,100,73,27,Medical Kit,2.22,Foggy,14,35,Critical,Failed,Signal Loss,87
ASD-04275,2025-03-15,Border Patrol,DJI Mavic 3 Enterprise,Delhi,OP-006,23,16.2,176,100,55,45,LiDAR,4.01,Cloudy,26,11,Critical,Success,NA,89
ASD-04276,2025-12-15,Medical Delivery,DJI Mavic 3 Enterprise,Chandigarh,OP-013,78,17.3,179,100,37,63,Thermal Camera,5.0,Foggy,34,32,Low,Success,NA,90
ASD-04277,2025-12-24,Border Patrol,Parrot Anafi AI,Shimla,OP-015,83,46.68,281,100,56,44,Food Package,0.84,Foggy,31,31,High,Success,NA,95
ASD-04278,2025-04-11,Border Patrol,Autel EVO Max 4T,Lucknow,OP-027,35,27.92,87,100,60,40,Sensor Package,3.47,Cloudy,33,10,Medium,Success,NA,99
ASD-04279,2025-02-19,Border Patrol,DJI Matrice 300 RTK,Delhi,OP-014,77,14.59,256,100,47,53,Food Package,1.72,Windy,13,32,Medium,Success,NA,98
ASD-04280,2025-01-07,Border Patrol,DJI Matrice 300 RTK,Lucknow,OP-016,63,55.51,202,100,15,85,LiDAR,3.37,Clear,23,16,Low,Success,NA,73
ASD-04281,2025-06-18,Reconnaissance,Skydio X2D,Shimla,OP-018,70,47.03,203,100,79,21,Sensor Package,4.92,Rainy,20,18,Low,Success,NA,83
ASD-04282,2025-01-22,Infrastructure Inspection,Skydio X2D,Chandigarh,OP-003,69,8.16,225,100,29,71,Food Package,3.84,Cloudy,27,26,Low,Success,NA,90
ASD-04283,2025-07-22,Border Patrol,DJI Matrice 300 RTK,Jaipur,OP-003,65,34.04,134,100,77,23,Medical Kit,0.94,Rainy,11,21,Critical,Success,NA,75
ASD-04284,2025-01-07,Surveillance,Skydio X2D,Dehradun,OP-021,20,26.86,163,100,44,56,LiDAR,4.71,Windy,30,15,Low,Success,NA,98
ASD-04285,2025-01-28,Reconnaissance,Skydio X2D,Chandigarh,OP-026,20,22.3,247,100,19,81,Medical Kit,2.88,Rainy,41,34,High,Success,NA,63
ASD-04286,2025-05-18,Border Patrol,Skydio X2D,Delhi,OP-022,28,50.47,217,100,62,38,Sensor Package,1.77,Foggy,22,24,High,Success,NA,98
ASD-04287,2025-06-30,Border Patrol,Skydio X2D,Jaipur,OP-023,63,52.27,192,100,55,45,Thermal Camera,2.28,Clear,15,23,High,Success,NA,97
ASD-04288,2025-09-22,Reconnaissance,Parrot Anafi AI,Dehradun,OP-005,57,25.23,243,100,29,71,Thermal Camera,0.71,Foggy,22,30,Low,Success,NA,96
ASD-04289,2025-11-19,Border Patrol,Autel EVO Max 4T,Chandigarh,OP-018,75,17.57,102,100,22,78,LiDAR,4.26,Cloudy,20,15,Critical,Success,NA,89
ASD-04290,2025-08-08,Reconnaissance,Autel EVO Max 4T,Chandigarh,OP-004,25,45.24,241,100,73,27,Sensor Package,1.59,Clear,29,5,Medium,Success,NA,92
ASD-04291,2025-06-15,Reconnaissance,DJI Matrice 300 RTK,Jaipur,OP-001,43,11.81,141,100,47,53,Food Package,0.9,Cloudy,23,26,Medium,Success,NA,99
ASD-04292,2025-03-14,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-002,88,28.36,177,100,16,84,Thermal Camera,4.05,Cloudy,41,31,Critical,Failed,Signal Loss,66
ASD-04293,2025-10-09,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-002,35,42.16,92,100,20,80,HD Camera,0.57,Foggy,11,33,Critical,Success,NA,87
ASD-04294,2025-07-05,Reconnaissance,Parrot Anafi AI,Delhi,OP-028,61,59.11,230,100,52,48,HD Camera,2.33,Rainy,31,34,Low,Failed,Mechanical Fault,78
ASD-04295,2025-04-27,Reconnaissance,Parrot Anafi AI,Dehradun,OP-001,72,42.34,100,100,78,22,Thermal Camera,0.81,Clear,23,13,Medium,Success,NA,97
ASD-04296,2025-01-23,Border Patrol,Skydio X2D,Lucknow,OP-005,56,29.26,90,100,69,31,Medical Kit,0.63,Foggy,10,15,High,Success,NA,98
ASD-04297,2025-10-13,Surveillance,Autel EVO Max 4T,Jaipur,OP-017,87,46.02,150,100,63,37,Sensor Package,0.85,Rainy,29,9,Critical,Failed,Weather,66
ASD-04298,2025-07-24,Reconnaissance,DJI Matrice 300 RTK,Delhi,OP-014,68,32.26,168,100,23,77,Food Package,2.2,Cloudy,20,19,Critical,Success,NA,89
ASD-04299,2025-09-17,Infrastructure Inspection,Skydio X2D,Jaipur,OP-008,82,16.48,83,100,50,50,Medical Kit,4.31,Windy,36,34,High,Success,NA,90
ASD-04300,2025-11-21,Border Patrol,Autel EVO Max 4T,Jaipur,OP-012,67,41.98,87,100,44,56,Medical Kit,1.24,Rainy,29,25,Medium,Success,NA,82
ASD-04301,2025-10-30,Border Patrol,Skydio X2D,Dehradun,OP-027,32,7.58,148,100,51,49,Medical Kit,3.59,Windy,10,25,Critical,Success,NA,84
ASD-04302,2025-04-28,Infrastructure Inspection,Autel EVO Max 4T,Chandigarh,OP-019,85,17.78,110,100,26,74,Sensor Package,2.61,Clear,42,4,Medium,Success,NA,99
ASD-04303,2025-07-30,Search & Rescue,Skydio X2D,Shimla,OP-020,77,46.94,188,100,79,21,Food Package,0.68,Clear,24,14,Medium,Success,NA,95
ASD-04304,2025-05-09,Surveillance,Parrot Anafi AI,Chandigarh,OP-008,58,39.76,254,100,53,47,Thermal Camera,4.68,Windy,8,26,Critical,Success,NA,90
ASD-04305,2025-06-28,Reconnaissance,Autel EVO Max 4T,Dehradun,OP-009,84,7.24,279,100,24,76,Sensor Package,3.58,Windy,11,25,High,Success,NA,99
ASD-04306,2025-03-30,Infrastructure Inspection,DJI Mavic 3 Enterprise,Delhi,OP-019,43,56.94,228,100,67,33,LiDAR,2.52,Rainy,42,3,High,Success,NA,83
ASD-04307,2025-02-12,Surveillance,Autel EVO Max 4T,Delhi,OP-028,25,24.06,203,100,31,69,Food Package,0.79,Windy,33,19,High,Success,NA,97
ASD-04308,2025-03-08,Search & Rescue,Parrot Anafi AI,Jaipur,OP-029,83,54.52,252,100,23,77,Medical Kit,2.31,Rainy,15,4,Medium,Success,NA,77
ASD-04309,2025-10-10,Medical Delivery,DJI Mavic 3 Enterprise,Chandigarh,OP-016,24,14.91,276,100,37,63,Medical Kit,4.31,Foggy,42,29,High,Success,NA,96
ASD-04310,2025-05-21,Infrastructure Inspection,Autel EVO Max 4T,Lucknow,OP-012,23,17.04,117,100,68,32,Medical Kit,3.03,Clear,18,20,Low,Success,NA,99
ASD-04311,2025-08-03,Reconnaissance,DJI Mavic 3 Enterprise,Chandigarh,OP-024,32,34.96,169,100,72,28,Thermal Camera,3.61,Windy,34,35,Critical,Failed,Battery Failure,88
ASD-04312,2025-08-17,Reconnaissance,Parrot Anafi AI,Jaipur,OP-009,34,6.52,231,100,27,73,Thermal Camera,3.61,Clear,18,15,Low,Success,NA,93
ASD-04313,2025-07-19,Infrastructure Inspection,Autel EVO Max 4T,Delhi,OP-019,36,20.0,258,100,18,82,HD Camera,2.42,Rainy,42,9,High,Failed,Mechanical Fault,55
ASD-04314,2025-04-12,Medical Delivery,DJI Mavic 3 Enterprise,Shimla,OP-020,35,19.76,193,100,24,76,Thermal Camera,1.02,Foggy,15,27,High,Success,NA,99
ASD-04315,2025-05-24,Search & Rescue,DJI Matrice 300 RTK,Jaipur,OP-022,79,33.13,180,100,66,34,LiDAR,1.24,Clear,41,7,Medium,Success,NA,100
ASD-04316,2025-11-21,Border Patrol,Autel EVO Max 4T,Delhi,OP-010,75,40.26,290,100,75,25,Sensor Package,3.0,Windy,22,24,Critical,Success,NA,85
ASD-04317,2025-11-12,Medical Delivery,Parrot Anafi AI,Shimla,OP-030,85,48.68,278,100,43,57,LiDAR,3.93,Cloudy,8,22,High,Success,NA,97
ASD-04318,2025-11-27,Reconnaissance,Autel EVO Max 4T,Delhi,OP-011,63,28.84,160,100,51,49,LiDAR,2.83,Windy,34,29,High,Success,NA,99
ASD-04319,2025-02-19,Search & Rescue,Autel EVO Max 4T,Dehradun,OP-017,45,45.86,131,100,18,82,Food Package,3.46,Cloudy,20,14,Low,Success,NA,74
ASD-04320,2025-03-07,Border Patrol,Skydio X2D,Chandigarh,OP-019,27,47.24,117,100,77,23,Food Package,1.55,Windy,26,11,Low,Success,NA,97
ASD-04321,2025-12-12,Surveillance,DJI Matrice 300 RTK,Delhi,OP-005,52,43.76,262,100,60,40,Thermal Camera,0.56,Windy,35,8,High,Success,NA,97
ASD-04322,2025-03-19,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-028,26,25.72,153,100,26,74,Sensor Package,3.49,Rainy,17,7,Medium,Success,NA,77
ASD-04323,2025-11-26,Surveillance,DJI Mavic 3 Enterprise,Chandigarh,OP-029,79,27.82,119,100,61,39,Medical Kit,1.67,Clear,35,29,Critical,Failed,Mechanical Fault,87
ASD-04324,2025-09-17,Search & Rescue,Parrot Anafi AI,Dehradun,OP-008,26,29.19,97,100,74,26,Food Package,4.0,Windy,31,26,High,Success,NA,92
ASD-04325,2025-12-23,Surveillance,DJI Matrice 300 RTK,Shimla,OP-028,52,42.83,197,100,69,31,Sensor Package,3.6,Clear,38,7,High,Success,NA,99
ASD-04326,2025-10-29,Border Patrol,Parrot Anafi AI,Jaipur,OP-018,80,51.31,219,100,70,30,LiDAR,3.93,Windy,39,24,High,Success,NA,98
ASD-04327,2025-06-26,Surveillance,DJI Matrice 300 RTK,Delhi,OP-003,50,38.11,199,100,46,54,HD Camera,3.09,Clear,40,32,Critical,Failed,Weather,81
ASD-04328,2025-06-23,Surveillance,DJI Mavic 3 Enterprise,Chandigarh,OP-017,53,54.71,260,100,72,28,Food Package,3.45,Windy,26,5,Critical,Success,NA,80
ASD-04329,2025-08-24,Reconnaissance,Parrot Anafi AI,Dehradun,OP-026,20,53.88,186,100,72,28,LiDAR,0.87,Rainy,35,16,Medium,Success,NA,77
ASD-04330,2025-01-03,Border Patrol,DJI Matrice 300 RTK,Shimla,OP-016,44,29.54,246,100,26,74,Sensor Package,4.4,Cloudy,23,10,High,Failed,Weather,96
ASD-04331,2025-03-10,Reconnaissance,Autel EVO Max 4T,Jaipur,OP-013,67,53.58,260,100,60,40,Food Package,3.15,Windy,16,28,Medium,Success,NA,91
ASD-04332,2025-09-15,Surveillance,DJI Mavic 3 Enterprise,Delhi,OP-005,33,18.83,210,100,17,83,Thermal Camera,3.67,Foggy,22,4,Critical,Success,NA,68
ASD-04333,2025-08-08,Medical Delivery,Skydio X2D,Dehradun,OP-022,70,42.82,219,100,38,62,Thermal Camera,3.83,Cloudy,31,7,Medium,Success,NA,94
ASD-04334,2025-10-18,Reconnaissance,DJI Mavic 3 Enterprise,Jaipur,OP-007,87,54.57,156,100,38,62,LiDAR,1.01,Windy,15,34,Medium,Success,NA,97
ASD-04335,2025-09-29,Search & Rescue,Autel EVO Max 4T,Lucknow,OP-029,90,33.53,244,100,52,48,Medical Kit,1.88,Windy,19,32,Medium,Success,NA,95
ASD-04336,2025-04-14,Surveillance,Parrot Anafi AI,Delhi,OP-030,23,48.84,165,100,42,58,Thermal Camera,1.32,Foggy,28,25,Low,Success,NA,99
ASD-04337,2025-10-10,Medical Delivery,Parrot Anafi AI,Lucknow,OP-016,40,44.86,156,100,65,35,Sensor Package,2.61,Rainy,14,3,Low,Success,NA,84
ASD-04338,2025-09-12,Reconnaissance,Parrot Anafi AI,Jaipur,OP-005,46,42.87,82,100,80,20,Medical Kit,2.74,Rainy,28,22,High,Failed,Weather,82
ASD-04339,2025-03-03,Medical Delivery,Skydio X2D,Lucknow,OP-024,41,54.65,297,100,36,64,Medical Kit,1.91,Cloudy,36,12,Critical,Success,NA,82
ASD-04340,2025-09-19,Border Patrol,DJI Matrice 300 RTK,Jaipur,OP-012,29,20.96,243,100,50,50,HD Camera,3.11,Foggy,18,5,Medium,Success,NA,94
ASD-04341,2025-02-09,Search & Rescue,Skydio X2D,Dehradun,OP-002,82,55.12,210,100,35,65,HD Camera,4.73,Cloudy,40,33,High,Success,NA,97
ASD-04342,2025-02-05,Border Patrol,Skydio X2D,Shimla,OP-013,70,50.83,222,100,64,36,Food Package,3.24,Foggy,22,34,High,Success,NA,99
ASD-04343,2025-02-22,Infrastructure Inspection,DJI Matrice 300 RTK,Chandigarh,OP-026,51,11.14,85,100,43,57,HD Camera,1.97,Rainy,39,21,High,Success,NA,79
ASD-04344,2025-01-30,Surveillance,Skydio X2D,Shimla,OP-002,27,18.34,164,100,27,73,Food Package,0.84,Cloudy,37,3,High,Failed,Battery Failure,97
ASD-04345,2025-10-23,Reconnaissance,DJI Matrice 300 RTK,Shimla,OP-016,66,18.45,118,100,68,32,HD Camera,3.01,Foggy,38,19,High,Success,NA,100
ASD-04346,2025-11-25,Infrastructure Inspection,Skydio X2D,Jaipur,OP-023,35,24.94,299,100,43,57,Medical Kit,1.47,Rainy,12,29,Medium,Success,NA,77
ASD-04347,2025-03-12,Border Patrol,Parrot Anafi AI,Shimla,OP-018,69,51.43,293,100,21,79,Medical Kit,4.32,Clear,10,32,Critical,Success,NA,90
ASD-04348,2025-08-31,Border Patrol,DJI Matrice 300 RTK,Chandigarh,OP-027,65,31.92,104,100,22,78,Sensor Package,2.48,Cloudy,20,6,High,Success,NA,96
ASD-04349,2025-03-24,Search & Rescue,Parrot Anafi AI,Jaipur,OP-030,60,52.29,144,100,68,32,Sensor Package,4.31,Cloudy,8,5,Medium,Success,NA,96
ASD-04350,2025-02-12,Reconnaissance,Skydio X2D,Shimla,OP-023,22,28.1,189,100,18,82,Food Package,4.01,Cloudy,40,18,High,Success,NA,70
ASD-04351,2025-10-14,Search & Rescue,DJI Matrice 300 RTK,Shimla,OP-027,42,37.82,131,100,15,85,Medical Kit,3.91,Clear,19,30,Medium,Success,NA,71
ASD-04352,2025-08-28,Reconnaissance,Parrot Anafi AI,Dehradun,OP-012,40,14.34,190,100,40,60,Food Package,1.29,Windy,13,31,Medium,Success,NA,96
ASD-04353,2025-11-22,Surveillance,DJI Mavic 3 Enterprise,Jaipur,OP-003,33,12.01,84,100,39,61,Thermal Camera,2.42,Cloudy,17,23,Low,Success,NA,100
ASD-04354,2025-12-16,Search & Rescue,DJI Mavic 3 Enterprise,Delhi,OP-024,22,31.41,214,100,73,27,HD Camera,1.11,Clear,17,13,Medium,Success,NA,96
ASD-04355,2025-10-29,Infrastructure Inspection,Parrot Anafi AI,Delhi,OP-002,27,9.26,193,100,46,54,Sensor Package,2.07,Rainy,19,6,Low,Failed,Battery Failure,76
ASD-04356,2025-03-26,Surveillance,DJI Matrice 300 RTK,Delhi,OP-004,61,32.74,210,100,33,67,Medical Kit,0.6,Clear,13,7,High,Success,NA,95
ASD-04357,2025-10-17,Reconnaissance,Skydio X2D,Delhi,OP-007,41,54.8,196,100,38,62,Food Package,2.6,Clear,41,14,Low,Success,NA,97
ASD-04358,2025-07-09,Search & Rescue,Parrot Anafi AI,Shimla,OP-009,76,38.91,104,100,44,56,HD Camera,3.2,Windy,23,34,Low,Success,NA,91
ASD-04359,2025-06-01,Search & Rescue,Skydio X2D,Delhi,OP-026,88,32.59,110,100,17,83,HD Camera,3.05,Rainy,34,7,Medium,Success,NA,57
ASD-04360,2025-04-04,Reconnaissance,Autel EVO Max 4T,Chandigarh,OP-012,40,30.72,138,100,27,73,LiDAR,4.91,Cloudy,27,33,Low,Success,NA,100
ASD-04361,2025-05-19,Border Patrol,Autel EVO Max 4T,Dehradun,OP-030,63,5.74,278,100,72,28,Sensor Package,2.4,Foggy,20,25,Critical,Success,NA,90
ASD-04362,2025-08-15,Medical Delivery,Parrot Anafi AI,Chandigarh,OP-001,62,32.83,98,100,68,32,Food Package,2.64,Windy,31,25,Critical,Success,NA,85
ASD-04363,2025-01-11,Reconnaissance,Skydio X2D,Chandigarh,OP-008,36,59.25,198,100,71,29,HD Camera,1.78,Clear,32,9,Low,Success,NA,95
ASD-04364,2025-03-01,Surveillance,DJI Matrice 300 RTK,Dehradun,OP-029,87,12.92,208,100,72,28,HD Camera,3.75,Rainy,37,4,Critical,Failed,Mechanical Fault,74
ASD-04365,2025-06-03,Search & Rescue,Autel EVO Max 4T,Chandigarh,OP-009,60,18.5,262,100,21,79,Sensor Package,2.47,Rainy,28,6,Low,Failed,Weather,84
ASD-04366,2025-04-27,Reconnaissance,Autel EVO Max 4T,Shimla,OP-023,41,26.99,124,100,27,73,LiDAR,4.84,Cloudy,30,9,Low,Success,NA,93
ASD-04367,2025-04-08,Infrastructure Inspection,Parrot Anafi AI,Delhi,OP-003,58,57.21,161,100,37,63,Food Package,2.62,Cloudy,18,32,Critical,Success,NA,89
ASD-04368,2025-10-04,Medical Delivery,Skydio X2D,Shimla,OP-003,70,6.28,100,100,54,46,Sensor Package,3.32,Clear,15,18,Critical,Success,NA,89
ASD-04369,2025-06-02,Infrastructure Inspection,DJI Matrice 300 RTK,Chandigarh,OP-018,41,36.44,141,100,73,27,Food Package,1.13,Windy,11,31,High,Success,NA,90
ASD-04370,2025-09-22,Search & Rescue,Autel EVO Max 4T,Shimla,OP-014,43,39.84,86,100,46,54,HD Camera,2.0,Foggy,32,28,Low,Success,NA,92
ASD-04371,2025-02-28,Search & Rescue,DJI Matrice 300 RTK,Chandigarh,OP-009,40,52.39,213,100,22,78,HD Camera,2.49,Cloudy,37,19,Low,Success,NA,92
ASD-04372,2025-04-25,Surveillance,DJI Matrice 300 RTK,Shimla,OP-011,33,32.27,114,100,56,44,HD Camera,3.06,Foggy,36,17,Low,Success,NA,93
ASD-04373,2025-03-29,Medical Delivery,Autel EVO Max 4T,Shimla,OP-002,40,23.13,297,100,26,74,Medical Kit,2.88,Rainy,36,4,High,Success,NA,78
ASD-04374,2025-12-29,Medical Delivery,Autel EVO Max 4T,Dehradun,OP-011,54,51.13,110,100,36,64,Thermal Camera,4.19,Foggy,30,6,Low,Success,NA,90
ASD-04375,2025-02-25,Medical Delivery,DJI Mavic 3 Enterprise,Delhi,OP-005,85,17.19,210,100,61,39,HD Camera,0.87,Foggy,42,12,Low,Success,NA,92
ASD-04376,2025-09-16,Medical Delivery,DJI Mavic 3 Enterprise,Lucknow,OP-024,81,41.26,253,100,26,74,Medical Kit,3.56,Foggy,31,34,Low,Success,NA,99
ASD-04377,2025-12-23,Reconnaissance,DJI Matrice 300 RTK,Shimla,OP-019,22,49.38,191,100,21,79,LiDAR,2.52,Cloudy,35,24,High,Success,NA,100
ASD-04378,2025-08-23,Surveillance,Skydio X2D,Shimla,OP-028,64,10.96,82,100,70,30,HD Camera,4.98,Foggy,40,15,High,Success,NA,99
ASD-04379,2025-09-19,Medical Delivery,Parrot Anafi AI,Delhi,OP-017,45,43.08,184,100,26,74,Medical Kit,2.78,Clear,38,29,Low,Success,NA,93
ASD-04380,2025-10-04,Infrastructure Inspection,DJI Matrice 300 RTK,Shimla,OP-012,73,8.72,259,100,23,77,Medical Kit,3.6,Clear,16,25,Critical,Success,NA,83
ASD-04381,2025-04-17,Infrastructure Inspection,Skydio X2D,Lucknow,OP-010,81,57.62,120,100,27,73,Medical Kit,4.69,Rainy,11,15,High,Success,NA,77
ASD-04382,2025-12-16,Infrastructure Inspection,DJI Matrice 300 RTK,Jaipur,OP-013,60,37.65,101,100,73,27,HD Camera,2.7,Windy,37,31,Critical,Success,NA,87
ASD-04383,2025-12-17,Reconnaissance,Parrot Anafi AI,Delhi,OP-018,84,8.77,188,100,55,45,Food Package,4.83,Cloudy,11,3,Medium,Success,NA,94
ASD-04384,2025-02-16,Infrastructure Inspection,Parrot Anafi AI,Chandigarh,OP-014,33,11.74,180,100,58,42,Thermal Camera,1.68,Windy,37,11,Critical,Failed,Weather,84
ASD-04385,2025-03-05,Surveillance,Skydio X2D,Jaipur,OP-003,68,7.4,136,100,67,33,Thermal Camera,1.67,Clear,42,30,Medium,Success,NA,97
ASD-04386,2025-08-12,Search & Rescue,Skydio X2D,Lucknow,OP-027,69,23.46,126,100,22,78,LiDAR,1.67,Clear,8,28,Critical,Success,NA,86
ASD-04387,2025-08-06,Medical Delivery,DJI Matrice 300 RTK,Jaipur,OP-007,24,20.59,242,100,70,30,Medical Kit,3.12,Clear,21,31,Critical,Success,NA,86
ASD-04388,2025-12-14,Border Patrol,Skydio X2D,Delhi,OP-004,30,43.65,156,100,23,77,Medical Kit,2.08,Foggy,27,7,Medium,Success,NA,91
ASD-04389,2025-09-06,Surveillance,Parrot Anafi AI,Delhi,OP-014,51,37.05,176,100,50,50,LiDAR,1.22,Windy,11,13,Critical,Success,NA,82
ASD-04390,2025-11-08,Medical Delivery,Skydio X2D,Jaipur,OP-027,29,16.84,173,100,77,23,Food Package,2.84,Cloudy,20,29,High,Success,NA,92
ASD-04391,2025-10-21,Search & Rescue,Skydio X2D,Chandigarh,OP-030,74,31.16,151,100,43,57,Medical Kit,1.99,Foggy,20,13,Low,Success,NA,95
ASD-04392,2025-10-06,Surveillance,Parrot Anafi AI,Delhi,OP-029,89,18.92,120,100,22,78,HD Camera,4.64,Foggy,10,19,Medium,Success,NA,97
ASD-04393,2025-07-13,Search & Rescue,Parrot Anafi AI,Delhi,OP-019,69,59.0,231,100,44,56,Sensor Package,4.75,Rainy,27,14,Medium,Success,NA,77
ASD-04394,2025-04-29,Infrastructure Inspection,DJI Matrice 300 RTK,Dehradun,OP-015,21,22.07,229,100,33,67,HD Camera,1.24,Rainy,25,33,Low,Failed,Battery Failure,81
ASD-04395,2025-08-13,Search & Rescue,DJI Mavic 3 Enterprise,Jaipur,OP-021,25,25.94,223,100,57,43,LiDAR,3.36,Rainy,17,18,Critical,Success,NA,72
ASD-04396,2025-11-28,Reconnaissance,Autel EVO Max 4T,Chandigarh,OP-019,88,17.21,105,100,19,81,LiDAR,2.88,Rainy,11,26,Low,Failed,Signal Loss,62
ASD-04397,2025-01-24,Surveillance,Parrot Anafi AI,Dehradun,OP-015,57,42.55,277,100,66,34,Thermal Camera,3.76,Clear,41,3,Critical,Success,NA,86
ASD-04398,2025-09-13,Surveillance,Skydio X2D,Lucknow,OP-008,47,34.69,147,100,18,82,HD Camera,3.92,Cloudy,40,7,Critical,Failed,Mechanical Fault,62
ASD-04399,2025-05-27,Infrastructure Inspection,DJI Matrice 300 RTK,Delhi,OP-013,24,35.86,115,100,30,70,Medical Kit,0.71,Clear,33,18,High,Success,NA,95
ASD-04400,2025-10-31,Medical Delivery,Skydio X2D,Delhi,OP-010,80,24.1,123,100,41,59,Food Package,2.15,Clear,8,7,Low,Success,NA,95
ASD-04401,2025-03-11,Reconnaissance,Skydio X2D,Delhi,OP-020,56,10.15,200,100,18,82,Thermal Camera,1.37,Clear,12,26,Critical,Failed,Weather,69
ASD-04402,2025-09-11,Medical Delivery,DJI Mavic 3 Enterprise,Dehradun,OP-026,39,50.3,208,100,65,35,Sensor Package,4.08,Clear,39,20,Low,Success,NA,92
ASD-04403,2025-05-23,Search & Rescue,Parrot Anafi AI,Jaipur,OP-019,52,16.66,137,100,18,82,Medical Kit,2.2,Foggy,10,16,Medium,Success,NA,72
ASD-04404,2025-05-01,Surveillance,DJI Mavic 3 Enterprise,Jaipur,OP-010,37,13.65,188,100,44,56,Thermal Camera,3.39,Foggy,17,35,Medium,Success,NA,96
ASD-04405,2025-04-20,Border Patrol,DJI Matrice 300 RTK,Chandigarh,OP-017,37,13.25,194,100,38,62,Sensor Package,4.5,Foggy,14,34,High,Success,NA,94
ASD-04406,2025-12-04,Reconnaissance,Skydio X2D,Chandigarh,OP-010,48,6.39,288,100,16,84,Sensor Package,3.85,Clear,40,8,Medium,Success,NA,71
ASD-04407,2025-01-16,Medical Delivery,Autel EVO Max 4T,Dehradun,OP-005,48,24.59,234,100,17,83,LiDAR,3.63,Rainy,18,11,Medium,Failed,Weather,63
ASD-04408,2025-02-12,Search & Rescue,Autel EVO Max 4T,Shimla,OP-027,90,6.98,86,100,58,42,Food Package,2.47,Windy,22,29,High,Success,NA,95
ASD-04409,2025-04-29,Infrastructure Inspection,DJI Mavic 3 Enterprise,Jaipur,OP-006,59,20.63,267,100,41,59,Food Package,1.16,Cloudy,37,17,Medium,Success,NA,94
ASD-04410,2025-02-09,Search & Rescue,DJI Mavic 3 Enterprise,Delhi,OP-029,82,42.04,175,100,23,77,HD Camera,1.54,Cloudy,39,24,Medium,Success,NA,96
ASD-04411,2025-07-01,Surveillance,Autel EVO Max 4T,Dehradun,OP-002,38,52.3,187,100,48,52,Food Package,4.6,Rainy,32,27,Critical,Success,NA,72
ASD-04412,2025-01-09,Infrastructure Inspection,Autel EVO Max 4T,Delhi,OP-011,31,40.87,137,100,51,49,Food Package,1.25,Cloudy,22,26,High,Success,NA,95
ASD-04413,2025-12-05,Reconnaissance,DJI Matrice 300 RTK,Delhi,OP-001,27,43.88,142,100,47,53,Food Package,1.37,Clear,12,17,Medium,Success,NA,92
ASD-04414,2025-04-28,Surveillance,Skydio X2D,Dehradun,OP-014,78,17.57,289,100,58,42,Food Package,2.93,Cloudy,35,5,Critical,Success,NA,87
ASD-04415,2025-03-28,Infrastructure Inspection,DJI Matrice 300 RTK,Delhi,OP-019,72,49.37,219,100,28,72,Medical Kit,4.79,Cloudy,40,31,Low,Success,NA,95
ASD-04416,2025-08-15,Infrastructure Inspection,Parrot Anafi AI,Dehradun,OP-005,22,12.08,214,100,41,59,Medical Kit,0.56,Windy,21,15,Medium,Success,NA,92
ASD-04417,2025-01-07,Reconnaissance,DJI Mavic 3 Enterprise,Jaipur,OP-024,57,51.65,270,100,30,70,Sensor Package,4.67,Cloudy,16,6,Medium,Success,NA,95
ASD-04418,2025-06-23,Search & Rescue,Autel EVO Max 4T,Chandigarh,OP-003,50,38.03,180,100,71,29,Medical Kit,4.48,Clear,32,27,Low,Success,NA,96
ASD-04419,2025-10-27,Surveillance,DJI Matrice 300 RTK,Lucknow,OP-014,62,38.28,117,100,56,44,LiDAR,2.63,Windy,34,26,Medium,Success,NA,98
ASD-04420,2025-12-04,Surveillance,DJI Mavic 3 Enterprise,Shimla,OP-028,78,5.17,127,100,60,40,LiDAR,2.77,Foggy,10,3,High,Success,NA,99
ASD-04421,2025-03-24,Search & Rescue,Autel EVO Max 4T,Jaipur,OP-004,54,39.08,142,100,65,35,LiDAR,2.83,Clear,31,16,Medium,Success,NA,90
ASD-04422,2025-12-06,Border Patrol,Skydio X2D,Dehradun,OP-001,84,53.25,289,100,62,38,Food Package,0.65,Cloudy,34,10,Low,Failed,Mechanical Fault,92
